account_id,month,payment_status,price_per_hour_compute,price_per_gb_storage,price_per_gb_network,billed_compute_usd,billed_storage_usd,billed_network_usd,billed_amount_usd,cost_compute_usd,cost_storage_usd,cost_network_usd,cost_usd,discount_percent,discount_usd,billed_after_discount_usd,cost_after_discount_usd,prev_month_cost,cost_change,pct_change,anomaly_type,account_name,plan_type,industry,region
A0211,2024-05,Paid,0.024,0.02,0.085,4.95,4.24,10.85,50.99,2.74,2.35,6.01,28.24,5,2.55,48.44,28.24,10.29,17.95,174.44,SPIKE,Company_211,Pro,Telecom,LATAM
A0140,2024-02,Paid,0.025,0.023,0.09,1.87,1.02,1.02,10.93,1.48,0.81,0.81,8.68,0,0.0,10.93,8.68,3.17,5.51,173.82,SPIKE,Company_140,Standard,Gaming,APAC
A0741,2025-01,Paid,0.025,0.023,0.09,1.83,0.73,1.93,14.73,1.31,0.52,1.37,10.49,0,0.0,14.73,10.49,3.84,6.65,173.18,SPIKE,Company_741,Standard,IoT,US-West
A0048,2024-12,Paid,0.024,0.02,0.085,2.72,1.17,1.85,14.12,2.15,0.93,1.46,11.17,20,2.82,11.3,11.17,4.09,7.08,173.11,SPIKE,Company_48,Pro,Gaming,US-East
A0959,2025-08,Paid,0.024,0.02,0.085,0.67,0.64,0.5,5.59,0.4,0.38,0.3,3.3,0,0.0,5.59,3.3,1.21,2.09,172.73,SPIKE,Company_959,Enterprise,Fintech,US-East
A0899,2024-10,Paid,0.025,0.023,0.09,2.08,1.29,2.45,17.39,1.4,0.87,1.65,11.7,10,1.74,15.65,11.7,4.29,7.409999999999999,172.73,SPIKE,Company_899,Standard,IoT,US-West
A0201,2025-09,Paid,0.026,0.022,0.087,1.75,0.57,2.32,12.34,1.37,0.45,1.82,9.68,0,0.0,12.34,9.68,3.55,6.13,172.68,SPIKE,Company_201,Standard,Telecom,EMEA
A1026,2025-02,Paid,0.026,0.022,0.087,1.8,1.01,0.83,9.18,1.37,0.77,0.64,6.98,5,0.46,8.72,6.98,2.56,4.42,172.66,SPIKE,Company_1026,Pro,E-commerce,EMEA
A1422,2024-03,Paid,0.025,0.023,0.09,1.31,0.44,1.25,7.27,1.02,0.34,0.97,5.64,0,0.0,7.27,5.64,2.07,3.57,172.46,SPIKE,Company_1422,Pro,Telecom,US-West
A0072,2025-01,Paid,0.0245,0.0215,0.086,5.85,3.77,8.58,41.18,3.24,2.09,4.75,22.82,0,0.0,41.18,22.82,8.38,14.44,172.32,SPIKE,Company_72,Standard,IoT,APAC
A1260,2024-05,Paid,0.025,0.023,0.09,1.52,0.64,1.62,10.4,1.18,0.5,1.26,8.06,10,1.04,9.36,8.06,2.96,5.1000000000000005,172.3,SPIKE,Company_1260,Pro,Telecom,US-West
A1208,2025-05,Paid,0.025,0.023,0.09,2.84,1.76,0.95,17.34,2.12,1.31,0.71,12.95,10,1.73,15.61,12.95,4.78,8.169999999999998,170.92,SPIKE,Company_1208,Pro,Telecom,EMEA
A0567,2024-02,Paid,0.025,0.023,0.09,1.58,1.09,3.0,14.53,1.16,0.8,2.2,10.67,0,0.0,14.53,10.67,3.94,6.73,170.81,SPIKE,Company_567,Standard,SaaS,LATAM
A0738,2025-05,Paid,0.024,0.02,0.085,1.0,0.22,1.21,5.78,0.79,0.17,0.96,4.57,5,0.29,5.49,4.57,1.69,2.8800000000000003,170.41,SPIKE,Company_738,Pro,Healthcare,LATAM
A1375,2025-04,Paid,0.024,0.02,0.085,2.36,1.13,3.22,15.08,1.69,0.81,2.31,10.83,20,3.02,12.06,10.83,4.01,6.82,170.07,SPIKE,Company_1375,Standard,Gaming,EMEA
A1109,2024-04,Pending,0.026,0.022,0.087,1.63,0.83,0.89,9.53,1.25,0.64,0.68,7.33,0,0.0,9.53,7.33,2.72,4.609999999999999,169.49,SPIKE,Company_1109,Standard,Fintech,APAC
A1303,2024-08,Paid,0.025,0.023,0.09,3.1,1.42,3.5,19.52,2.12,0.97,2.39,13.33,5,0.98,18.54,13.33,4.95,8.379999999999999,169.29,SPIKE,Company_1303,Pro,E-commerce,APAC
A0339,2024-04,Paid,0.024,0.02,0.085,2.67,0.97,3.54,17.93,2.12,0.77,2.81,14.26,0,0.0,17.93,14.26,5.3,8.96,169.06,SPIKE,Company_339,Standard,E-commerce,APAC
A1476,2025-05,Paid,0.024,0.02,0.085,4.74,1.89,5.92,31.0,3.51,1.4,4.39,22.95,20,6.2,24.8,22.95,8.53,14.42,169.05,SPIKE,Company_1476,Enterprise,Gaming,EMEA
A1127,2025-03,Paid,0.026,0.022,0.087,3.83,2.33,4.26,23.18,2.69,1.63,2.99,16.27,5,1.16,22.02,16.27,6.06,10.21,168.48,SPIKE,Company_1127,Pro,E-commerce,EMEA
A0917,2025-06,Paid,0.026,0.022,0.087,2.95,3.55,7.52,35.6,2.22,2.67,5.66,26.78,5,1.78,33.82,26.78,9.98,16.8,168.34,SPIKE,Company_917,Standard,SaaS,LATAM
A0041,2025-03,Paid,0.024,0.02,0.085,5.93,2.89,2.51,30.95,4.73,2.31,2.0,24.68,0,0.0,30.95,24.68,9.2,15.48,168.26,SPIKE,Company_41,Standard,Telecom,EMEA
A1432,2025-03,Paid,0.0245,0.0215,0.086,4.85,3.61,8.86,40.73,3.11,2.32,5.69,26.17,0,0.0,40.73,26.17,9.76,16.410000000000004,168.14,SPIKE,Company_1432,Pro,IoT,US-West
A0998,2025-08,Paid,0.024,0.02,0.085,4.44,2.48,5.28,25.94,3.43,1.91,4.08,20.02,10,2.59,23.35,20.02,7.47,12.55,168.01,SPIKE,Company_998,Standard,IoT,APAC
A1431,2025-09,Paid,0.026,0.022,0.087,6.27,2.17,6.58,35.79,4.29,1.48,4.5,24.51,0,0.0,35.79,24.51,9.15,15.360000000000001,167.87,SPIKE,Company_1431,Pro,Healthcare,LATAM
A0331,2025-05,Paid,0.026,0.022,0.087,4.27,1.28,6.57,30.57,3.29,0.99,5.07,23.57,0,0.0,30.57,23.57,8.8,14.77,167.84,SPIKE,Company_331,Pro,Fintech,US-East
A0638,2024-12,Paid,0.026,0.022,0.087,1.41,0.97,1.0,8.72,0.98,0.67,0.69,6.07,5,0.44,8.28,6.07,2.27,3.8000000000000003,167.4,SPIKE,Company_638,Enterprise,Healthcare,APAC
A1175,2024-10,Paid,0.024,0.02,0.085,4.66,1.46,8.07,37.64,3.66,1.15,6.34,29.56,15,5.65,31.99,29.56,11.07,18.49,167.03,SPIKE,Company_1175,Pro,E-commerce,US-East
A1133,2025-04,Paid,0.026,0.022,0.087,1.78,1.82,3.31,22.56,1.09,1.11,2.02,13.8,5,1.13,21.43,13.8,5.17,8.63,166.92,SPIKE,Company_1133,Standard,Fintech,US-West
A1250,2025-03,Paid,0.026,0.022,0.087,1.21,0.48,1.61,8.85,0.94,0.38,1.24,6.85,10,0.88,7.97,6.85,2.57,4.279999999999999,166.54,SPIKE,Company_1250,Standard,IoT,APAC
A0088,2024-10,Paid,0.025,0.023,0.09,3.55,2.39,4.43,24.57,2.78,1.87,3.47,19.23,0,0.0,24.57,19.23,7.22,12.010000000000002,166.34,SPIKE,Company_88,Enterprise,Telecom,US-East
A0720,2025-01,Paid,0.0245,0.0215,0.086,2.43,1.35,3.01,14.85,1.78,0.99,2.2,10.84,10,1.48,13.37,10.84,4.08,6.76,165.69,SPIKE,Company_720,Standard,SaaS,EMEA
A1272,2024-08,Paid,0.025,0.023,0.09,4.18,1.79,5.8,27.49,3.0,1.28,4.16,19.74,0,0.0,27.49,19.74,7.44,12.299999999999997,165.32,SPIKE,Company_1272,Standard,Healthcare,US-East
A1450,2025-09,Paid,0.026,0.022,0.087,0.98,0.57,0.96,7.01,0.77,0.45,0.76,5.54,5,0.35,6.66,5.54,2.09,3.45,165.07,SPIKE,Company_1450,Standard,Telecom,LATAM
A0007,2025-02,Pending,0.025,0.023,0.09,4.67,1.4,3.63,25.18,3.59,1.08,2.79,19.36,20,5.04,20.14,19.36,7.31,12.05,164.84,SPIKE,Company_7,Standard,SaaS,US-East
A0447,2025-09,Paid,0.025,0.023,0.09,0.61,0.91,1.17,7.47,0.48,0.71,0.91,5.84,15,1.12,6.35,5.84,2.21,3.63,164.25,SPIKE,Company_447,Standard,Fintech,APAC
A0019,2025-07,Paid,0.024,0.02,0.085,6.38,1.43,7.64,35.66,4.64,1.04,5.56,25.92,15,5.35,30.31,25.92,9.81,16.11,164.22,SPIKE,Company_19,Pro,Fintech,US-West
A0845,2024-12,Paid,0.025,0.023,0.09,1.9,1.81,3.84,18.54,1.39,1.33,2.81,13.6,5,0.93,17.61,13.6,5.16,8.44,163.57,SPIKE,Company_845,Enterprise,IoT,LATAM
A0152,2025-05,Paid,0.025,0.023,0.09,1.5,1.24,3.43,17.16,1.17,0.97,2.68,13.4,0,0.0,17.16,13.4,5.09,8.31,163.26,SPIKE,Company_152,Pro,Telecom,APAC
A0266,2025-04,Paid,0.026,0.022,0.087,6.04,2.06,4.75,33.6,3.46,1.18,2.71,19.22,0,0.0,33.6,19.22,7.31,11.91,162.93,SPIKE,Company_266,Pro,E-commerce,LATAM
A1118,2024-02,Paid,0.025,0.023,0.09,3.63,2.88,3.13,30.0,2.37,1.88,2.05,19.64,0,0.0,30.0,19.64,7.48,12.16,162.57,SPIKE,Company_1118,Standard,Fintech,APAC
A1242,2024-06,Paid,0.025,0.023,0.09,1.32,1.62,1.26,13.55,0.96,1.18,0.91,9.86,20,2.71,10.84,9.86,3.76,6.1,162.23,SPIKE,Company_1242,Standard,IoT,US-West
A0106,2024-05,Overdue,0.024,0.02,0.085,1.88,1.62,2.63,20.18,0.97,0.83,1.36,10.39,15,3.03,17.15,10.39,3.97,6.42,161.71,SPIKE,Company_106,Pro,SaaS,US-East
A1110,2025-03,Paid,0.026,0.022,0.087,1.01,0.55,0.81,6.6,0.78,0.42,0.63,5.1,20,1.32,5.28,5.1,1.95,3.1499999999999995,161.54,SPIKE,Company_1110,Enterprise,Telecom,EMEA
A0342,2025-01,Paid,0.024,0.02,0.085,6.03,2.92,6.42,36.1,4.61,2.23,4.91,27.62,10,3.61,32.49,27.62,10.57,17.05,161.31,SPIKE,Company_342,Standard,Healthcare,EMEA
A0307,2025-04,Paid,0.024,0.02,0.085,2.82,1.42,1.14,17.77,2.25,1.13,0.91,14.16,0,0.0,17.77,14.16,5.42,8.74,161.25,SPIKE,Company_307,Standard,IoT,US-East
A0346,2024-10,Paid,0.0245,0.0215,0.086,3.46,0.99,4.43,22.06,2.34,0.67,3.0,14.94,0,0.0,22.06,14.94,5.72,9.219999999999999,161.19,SPIKE,Company_346,Enterprise,E-commerce,US-West
A1057,2024-04,Paid,0.025,0.023,0.09,2.32,1.83,4.43,26.1,1.72,1.36,3.3,19.4,0,0.0,26.1,19.4,7.43,11.969999999999999,161.1,SPIKE,Company_1057,Pro,Fintech,US-West
A0199,2025-07,Paid,0.024,0.02,0.085,0.2,0.14,0.3,2.22,0.11,0.08,0.17,1.25,5,0.11,2.11,1.25,0.48,0.77,160.42,SPIKE,Company_199,Pro,Fintech,US-East
A0542,2024-11,Paid,0.026,0.022,0.087,6.02,3.01,5.42,35.45,4.79,2.4,4.32,28.2,0,0.0,35.45,28.2,10.83,17.369999999999997,160.39,SPIKE,Company_542,Standard,Gaming,APAC
A0589,2024-12,Paid,0.026,0.022,0.087,4.76,3.3,6.93,33.77,2.92,2.03,4.25,20.73,5,1.69,32.08,20.73,7.97,12.760000000000002,160.1,SPIKE,Company_589,Enterprise,Telecom,US-West
A1257,2024-05,Paid,0.025,0.023,0.09,0.73,0.2,0.99,5.13,0.37,0.1,0.5,2.6,0,0.0,5.13,2.6,1.0,1.6,160.0,SPIKE,Company_1257,Pro,Gaming,US-East
A0557,2025-02,Paid,0.0245,0.0215,0.086,3.19,1.56,2.67,18.91,2.33,1.14,1.96,13.85,10,1.89,17.02,13.85,5.33,8.52,159.85,SPIKE,Company_557,Pro,IoT,US-West
A0578,2024-04,Paid,0.024,0.02,0.085,5.38,2.28,5.95,32.7,4.0,1.69,4.42,24.31,0,0.0,32.7,24.31,9.36,14.95,159.72,SPIKE,Company_578,Standard,Telecom,EMEA
A0756,2024-09,Paid,0.024,0.02,0.085,6.28,3.51,6.9,37.04,3.82,2.13,4.2,22.53,0,0.0,37.04,22.53,8.68,13.850000000000001,159.56,SPIKE,Company_756,Pro,Healthcare,US-West
A0388,2024-08,Paid,0.0245,0.0215,0.086,1.81,0.69,2.45,11.28,1.43,0.55,1.94,8.92,10,1.13,10.15,8.92,3.45,5.47,158.55,SPIKE,Company_388,Standard,Telecom,APAC
A1209,2025-04,Pending,0.025,0.023,0.09,1.03,1.25,0.75,9.6,0.52,0.63,0.38,4.86,0,0.0,9.6,4.86,1.88,2.9800000000000004,158.51,SPIKE,Company_1209,Standard,Gaming,EMEA
A0054,2024-12,Paid,0.0245,0.0215,0.086,1.26,1.33,0.7,11.09,0.97,1.02,0.54,8.5,10,1.11,9.98,8.5,3.29,5.21,158.36,SPIKE,Company_54,Pro,SaaS,LATAM
A1113,2024-07,Paid,0.025,0.023,0.09,1.48,1.94,2.21,17.5,1.0,1.3,1.49,11.78,10,1.75,15.75,11.78,4.56,7.22,158.33,SPIKE,Company_1113,Standard,IoT,APAC
A1149,2024-07,Paid,0.025,0.023,0.09,0.33,0.4,0.59,4.05,0.19,0.23,0.34,2.35,0,0.0,4.05,2.35,0.91,1.44,158.24,SPIKE,Company_1149,Pro,SaaS,LATAM
A0399,2025-06,Paid,0.024,0.02,0.085,6.53,1.89,6.39,35.62,4.77,1.38,4.67,26.02,0,0.0,35.62,26.02,10.08,15.94,158.13,SPIKE,Company_399,Standard,IoT,EMEA
A0244,2025-09,Pending,0.025,0.023,0.09,4.13,2.01,5.77,33.25,2.43,1.18,3.38,19.51,5,1.66,31.59,19.51,7.57,11.940000000000001,157.73,SPIKE,Company_244,Standard,E-commerce,US-West
A1339,2024-08,Pending,0.024,0.02,0.085,6.42,3.49,7.92,39.93,4.13,2.25,5.1,25.72,5,2.0,37.93,25.72,9.98,15.739999999999998,157.72,SPIKE,Company_1339,Pro,Telecom,EMEA
A1099,2024-07,Paid,0.0245,0.0215,0.086,7.14,4.09,6.74,38.91,5.5,3.15,5.19,29.98,0,0.0,38.91,29.98,11.64,18.34,157.56,SPIKE,Company_1099,Pro,IoT,US-West
A0331,2025-09,Paid,0.026,0.022,0.087,6.07,1.19,5.67,32.07,4.46,0.87,4.17,23.57,10,3.21,28.86,23.57,9.16,14.41,157.31,SPIKE,Company_331,Pro,Fintech,US-East
A1335,2025-05,Paid,0.025,0.023,0.09,4.36,2.65,6.36,33.38,3.26,1.98,4.76,24.98,20,6.68,26.7,24.98,9.71,15.27,157.26,SPIKE,Company_1335,Pro,SaaS,US-West
A0395,2024-11,Paid,0.025,0.023,0.09,4.85,2.2,5.99,37.51,3.31,1.5,4.08,25.57,5,1.88,35.63,25.57,9.94,15.63,157.24,SPIKE,Company_395,Pro,SaaS,US-East
A0155,2025-07,Paid,0.024,0.02,0.085,0.63,0.34,0.42,3.65,0.48,0.25,0.31,2.75,5,0.18,3.47,2.75,1.07,1.68,157.01,SPIKE,Company_155,Enterprise,E-commerce,EMEA
A0159,2024-03,Pending,0.025,0.023,0.09,3.87,1.66,3.35,26.39,2.5,1.07,2.17,17.04,5,1.32,25.07,17.04,6.63,10.41,157.01,SPIKE,Company_159,Standard,Telecom,US-East
A0059,2025-04,Paid,0.024,0.02,0.085,1.44,0.73,2.18,11.42,1.12,0.56,1.69,8.84,0,0.0,11.42,8.84,3.44,5.4,156.98,SPIKE,Company_59,Pro,E-commerce,LATAM
A0811,2025-01,Paid,0.024,0.02,0.085,1.07,0.55,1.19,6.46,0.85,0.44,0.94,5.11,5,0.32,6.14,5.11,1.99,3.12,156.78,SPIKE,Company_811,Standard,E-commerce,US-East
A0997,2025-03,Paid,0.025,0.023,0.09,1.57,0.7,1.89,11.0,1.21,0.54,1.47,8.52,5,0.55,10.45,8.52,3.32,5.199999999999999,156.63,SPIKE,Company_997,Standard,E-commerce,LATAM
A1231,2025-01,Paid,0.025,0.023,0.09,0.48,0.27,0.52,3.21,0.36,0.21,0.4,2.46,15,0.48,2.73,2.46,0.96,1.5,156.25,SPIKE,Company_1231,Pro,Fintech,US-West
A0054,2025-09,Paid,0.0245,0.0215,0.086,2.52,1.67,1.81,14.92,1.74,1.15,1.25,10.27,0,0.0,14.92,10.27,4.01,6.26,156.11,SPIKE,Company_54,Pro,SaaS,LATAM
A0004,2025-01,Paid,0.025,0.023,0.09,7.56,3.59,4.11,40.24,5.7,2.7,3.09,30.32,10,4.02,36.22,30.32,11.84,18.48,156.08,SPIKE,Company_4,Enterprise,IoT,LATAM
A1402,2025-08,Overdue,0.026,0.022,0.087,3.42,2.19,4.54,26.68,2.63,1.68,3.49,20.53,0,0.0,26.68,20.53,8.03,12.500000000000002,155.67,SPIKE,Company_1402,Enterprise,IoT,EMEA
A0912,2025-05,Paid,0.025,0.023,0.09,8.11,1.61,9.09,46.06,6.22,1.23,6.98,35.34,15,6.91,39.15,35.34,13.85,21.490000000000002,155.16,SPIKE,Company_912,Standard,Fintech,EMEA
A0477,2024-04,Paid,0.025,0.023,0.09,5.59,2.25,3.35,31.36,4.03,1.62,2.41,22.58,0,0.0,31.36,22.58,8.85,13.729999999999999,155.14,SPIKE,Company_477,Pro,Gaming,LATAM
A1474,2024-02,Paid,0.025,0.023,0.09,2.11,1.79,3.79,18.63,1.41,1.2,2.54,12.5,0,0.0,18.63,12.5,4.9,7.6,155.1,SPIKE,Company_1474,Standard,Telecom,EMEA
A0337,2024-11,Paid,0.026,0.022,0.087,4.27,1.01,4.53,22.93,3.09,0.73,3.28,16.6,0,0.0,22.93,16.6,6.51,10.090000000000002,154.99,SPIKE,Company_337,Standard,Healthcare,EMEA
A1416,2025-04,Paid,0.024,0.02,0.085,1.98,1.38,1.97,13.13,1.37,0.95,1.36,9.07,20,2.63,10.5,9.07,3.56,5.51,154.78,SPIKE,Company_1416,Pro,IoT,US-East
A1046,2024-12,Paid,0.026,0.022,0.087,7.05,2.55,2.26,34.43,5.58,2.02,1.79,27.25,15,5.16,29.27,27.25,10.7,16.55,154.67,SPIKE,Company_1046,Standard,Fintech,APAC
A1044,2025-08,Paid,0.0245,0.0215,0.086,3.79,4.03,3.68,34.44,2.67,2.84,2.59,24.24,5,1.72,32.72,24.24,9.52,14.719999999999999,154.62,SPIKE,Company_1044,Pro,SaaS,US-West
A1261,2024-12,Paid,0.026,0.022,0.087,0.44,0.14,0.55,2.58,0.34,0.1,0.42,1.96,5,0.13,2.45,1.96,0.77,1.19,154.55,SPIKE,Company_1261,Free,SaaS,US-East
A0039,2024-07,Paid,0.025,0.023,0.09,0.74,0.25,0.61,4.01,0.55,0.18,0.45,2.95,5,0.2,3.81,2.95,1.16,1.7900000000000003,154.31,SPIKE,Company_39,Enterprise,Gaming,US-West
A1148,2025-07,Paid,0.026,0.022,0.087,7.24,4.48,7.09,45.66,5.61,3.47,5.49,35.4,10,4.57,41.09,35.4,13.93,21.47,154.13,SPIKE,Company_1148,Pro,E-commerce,US-West
A1422,2024-06,Pending,0.025,0.023,0.09,0.68,0.28,0.35,4.04,0.48,0.19,0.25,2.82,5,0.2,3.84,2.82,1.11,1.7099999999999997,154.05,SPIKE,Company_1422,Pro,Telecom,US-West
A0353,2024-10,Paid,0.024,0.02,0.085,4.1,3.05,2.32,35.65,3.26,2.42,1.84,28.34,10,3.56,32.09,28.34,11.16,17.18,153.94,SPIKE,Company_353,Pro,Telecom,APAC
A1033,2024-05,Paid,0.026,0.022,0.087,8.89,5.31,8.44,51.56,6.52,3.9,6.2,37.86,0,0.0,51.56,37.86,14.91,22.95,153.92,SPIKE,Company_1033,Pro,Gaming,EMEA
A0826,2024-12,Paid,0.026,0.022,0.087,3.77,0.71,1.92,18.64,2.89,0.54,1.47,14.32,0,0.0,18.64,14.32,5.64,8.68,153.9,SPIKE,Company_826,Enterprise,Gaming,APAC
A1317,2024-05,Overdue,0.025,0.023,0.09,3.79,1.93,5.23,26.74,2.96,1.51,4.08,20.87,0,0.0,26.74,20.87,8.22,12.65,153.89,SPIKE,Company_1317,Pro,IoT,EMEA
A0740,2025-03,Paid,0.024,0.02,0.085,0.24,0.11,0.18,1.34,0.18,0.08,0.14,0.99,0,0.0,1.34,0.99,0.39,0.6,153.85,SPIKE,Company_740,Free,Fintech,EMEA
A0095,2025-04,Overdue,0.025,0.023,0.09,0.08,0.03,0.04,0.42,0.07,0.02,0.03,0.33,10,0.04,0.38,0.33,0.13,0.2,153.85,SPIKE,Company_95,Free,Fintech,US-West
A1414,2025-01,Paid,0.025,0.023,0.09,7.56,3.91,3.34,39.02,4.76,2.46,2.1,24.55,0,0.0,39.02,24.55,9.72,14.83,152.57,SPIKE,Company_1414,Standard,Telecom,US-East
A0006,2024-02,Paid,0.025,0.023,0.09,4.4,3.25,2.72,32.36,2.98,2.2,1.84,21.91,5,1.62,30.74,21.91,8.69,13.22,152.13,SPIKE,Company_6,Pro,SaaS,US-West
A0904,2024-09,Paid,0.026,0.022,0.087,8.76,1.73,4.41,41.6,6.72,1.33,3.39,31.92,0,0.0,41.6,31.92,12.68,19.240000000000002,151.74,SPIKE,Company_904,Standard,IoT,APAC
A1093,2025-01,Paid,0.024,0.02,0.085,7.14,1.75,7.91,42.57,5.02,1.23,5.56,29.91,0,0.0,42.57,29.91,11.89,18.02,151.56,SPIKE,Company_1093,Pro,Fintech,EMEA
A1405,2024-11,Overdue,0.024,0.02,0.085,1.34,0.31,0.47,6.88,0.96,0.22,0.34,4.93,0,0.0,6.88,4.93,1.96,2.9699999999999998,151.53,SPIKE,Company_1405,Pro,Gaming,LATAM
A0565,2025-05,Paid,0.024,0.02,0.085,0.21,0.04,0.11,1.1,0.16,0.03,0.08,0.83,15,0.16,0.94,0.83,0.33,0.49999999999999994,151.52,SPIKE,Company_565,Free,Fintech,US-East
A0209,2025-07,Paid,0.025,0.023,0.09,6.79,1.68,6.47,39.71,3.99,0.98,3.81,23.34,20,7.94,31.77,23.34,9.28,14.06,151.51,SPIKE,Company_209,Pro,Gaming,LATAM
A0499,2025-04,Overdue,0.0245,0.0215,0.086,1.85,0.54,1.96,10.21,1.18,0.34,1.25,6.51,0,0.0,10.21,6.51,2.59,3.92,151.35,SPIKE,Company_499,Pro,Fintech,US-East
A1039,2024-02,Paid,0.025,0.023,0.09,2.13,0.54,2.62,12.44,1.61,0.41,1.98,9.4,5,0.62,11.82,9.4,3.74,5.66,151.34,SPIKE,Company_1039,Enterprise,Fintech,US-East
A0904,2024-04,Paid,0.026,0.022,0.087,4.43,2.91,5.66,32.29,3.29,2.16,4.2,23.97,0,0.0,32.29,23.97,9.55,14.419999999999998,150.99,SPIKE,Company_904,Standard,IoT,APAC
A0009,2024-10,Paid,0.025,0.023,0.09,3.82,2.51,2.68,26.52,2.85,1.87,1.99,19.75,0,0.0,26.52,19.75,7.87,11.879999999999999,150.95,SPIKE,Company_9,Pro,Fintech,US-West
A0378,2024-09,Paid,0.0245,0.0215,0.086,2.27,2.84,5.35,29.37,1.61,2.02,3.8,20.87,0,0.0,29.37,20.87,8.32,12.55,150.84,SPIKE,Company_378,Pro,E-commerce,US-East
A1052,2025-06,Paid,0.026,0.022,0.087,3.21,1.92,4.41,21.77,2.22,1.33,3.04,15.05,5,1.09,20.68,15.05,6.0,9.05,150.83,SPIKE,Company_1052,Pro,Telecom,US-West
A1076,2025-05,Paid,0.024,0.02,0.085,6.28,2.76,3.65,32.54,4.21,1.85,2.45,21.82,20,6.51,26.03,21.82,8.7,13.120000000000001,150.8,SPIKE,Company_1076,Pro,E-commerce,APAC
A1431,2025-03,Paid,0.026,0.022,0.087,6.2,3.21,3.5,36.94,4.66,2.41,2.63,27.76,0,0.0,36.94,27.76,11.09,16.67,150.32,SPIKE,Company_1431,Pro,Healthcare,LATAM
A0856,2025-05,Paid,0.024,0.02,0.085,6.09,2.91,5.26,39.35,4.57,2.19,3.95,29.53,5,1.97,37.38,29.53,11.8,17.73,150.25,SPIKE,Company_856,Pro,Gaming,LATAM
A0465,2025-07,Paid,0.026,0.022,0.087,4.17,2.59,4.56,26.83,3.2,1.99,3.5,20.58,20,5.37,21.46,20.58,8.23,12.349999999999998,150.06,SPIKE,Company_465,Pro,E-commerce,EMEA
A0373,2025-02,Pending,0.025,0.023,0.09,5.04,3.84,6.08,36.76,2.79,2.13,3.37,20.38,15,5.51,31.25,20.38,8.15,12.229999999999999,150.06,SPIKE,Company_373,Standard,SaaS,LATAM
A0236,2025-04,Paid,0.025,0.023,0.09,3.51,2.35,2.8,28.62,2.64,1.77,2.1,21.55,0,0.0,28.62,21.55,8.62,12.930000000000001,150.0,SPIKE,Company_236,Standard,Healthcare,LATAM
A1030,2024-02,Paid,0.025,0.023,0.09,0.05,0.02,0.05,0.27,0.03,0.01,0.03,0.15,10,0.03,0.24,0.15,0.06,0.09,150.0,SPIKE,Company_1030,Free,Healthcare,APAC
A1186,2024-06,Paid,0.025,0.023,0.09,0.03,0.01,0.03,0.21,0.02,0.01,0.02,0.15,10,0.02,0.19,0.15,0.06,0.09,150.0,SPIKE,Company_1186,Free,Gaming,US-West
A1148,2024-04,Paid,0.026,0.022,0.087,7.82,3.84,3.12,38.16,5.62,2.75,2.24,27.39,0,0.0,38.16,27.39,10.97,16.42,149.68,SPIKE,Company_1148,Pro,E-commerce,US-West
A0920,2025-07,Paid,0.026,0.022,0.087,3.72,4.06,7.64,42.37,2.73,2.98,5.61,31.08,20,8.47,33.9,31.08,12.49,18.589999999999996,148.84,SPIKE,Company_920,Pro,Gaming,APAC
A1302,2024-06,Paid,0.025,0.023,0.09,6.1,3.54,2.07,32.0,4.51,2.62,1.53,23.69,5,1.6,30.4,23.69,9.52,14.170000000000002,148.84,SPIKE,Company_1302,Pro,E-commerce,LATAM
A0217,2025-02,Paid,0.026,0.022,0.087,2.39,1.33,1.8,12.81,1.69,0.94,1.27,9.06,10,1.28,11.53,9.06,3.65,5.41,148.22,SPIKE,Company_217,Pro,IoT,US-West
A1207,2025-01,Paid,0.0245,0.0215,0.086,6.58,4.81,8.81,44.09,5.25,3.83,7.02,35.17,5,2.2,41.89,35.17,14.17,21.0,148.2,SPIKE,Company_1207,Pro,Fintech,LATAM
A0992,2024-06,Paid,0.024,0.02,0.085,1.54,1.27,2.19,12.18,1.01,0.83,1.44,7.99,5,0.61,11.57,7.99,3.22,4.77,148.14,SPIKE,Company_992,Pro,IoT,APAC
A0813,2025-02,Paid,0.024,0.02,0.085,1.63,0.84,1.3,9.54,1.21,0.62,0.97,7.12,5,0.48,9.06,7.12,2.87,4.25,148.08,SPIKE,Company_813,Standard,Telecom,US-East
A0528,2024-12,Paid,0.026,0.022,0.087,2.77,1.66,3.38,18.46,1.4,0.84,1.7,9.32,0,0.0,18.46,9.32,3.76,5.5600000000000005,147.87,SPIKE,Company_528,Standard,E-commerce,US-West
A1441,2025-01,Paid,0.025,0.023,0.09,6.15,3.12,5.16,38.55,3.99,2.02,3.35,24.97,10,3.86,34.69,24.97,10.08,14.889999999999999,147.72,SPIKE,Company_1441,Pro,SaaS,APAC
A1424,2024-02,Pending,0.024,0.02,0.085,5.24,1.21,6.97,32.08,3.11,0.72,4.14,19.05,0,0.0,32.08,19.05,7.69,11.36,147.72,SPIKE,Company_1424,Standard,Telecom,US-West
A0041,2024-11,Paid,0.024,0.02,0.085,2.6,2.34,4.33,28.84,2.05,1.85,3.42,22.81,0,0.0,28.84,22.81,9.21,13.599999999999998,147.67,SPIKE,Company_41,Standard,Telecom,EMEA
